model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
b2,unseen_generator,Unseen-generator,20,new_six_stage,6-stage random composition,0.151,0.6217415000000001,0.6117825284069096,0.54,0.47401466965675354,0.47658372280001643,0.071,849,71,0.4579811683805066,,,2000,0.929,0.99267578125,929,151,0.035,0.108,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m2,exact_seen_generator,Exact-seen generator,0,clean,Clean,0.818,0.7249565,0.6746945614682144,0.675,0.4972502887248993,0.498111845344305,0.468,182,468,0.6682153353934609,,,2000,0.532,0.9990234375,532,818,0.0,0.0,clean,clean,{}
m2,exact_seen_generator,Exact-seen generator,1,legacy_single_stage,JPEG Q90,0.818,0.7266859999999999,0.676033248144718,0.6765,0.4972645938396454,0.498121835231781,0.465,182,465,0.6698904643498284,,,2000,0.535,0.9990234375,535,818,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
m2,exact_seen_generator,Exact-seen generator,2,legacy_single_stage,JPEG Q70,0.809,0.7398465000000002,0.6931271960769461,0.6890000000000001,0.49682435393333435,0.49784961807727807,0.431,191,431,0.6844561688311688,,,2000,0.569,0.9990234375,569,809,0.0,0.0,jpeg__quality=70,jpeg,"{""quality"":70}"
m2,exact_seen_generator,Exact-seen generator,3,legacy_single_stage,JPEG Q50,0.789,0.731251,0.6865661792479686,0.674,0.4968890845775604,0.49785744833946227,0.441,211,441,0.669630868232373,,,2000,0.559,0.9990234375,559,789,0.0,0.199,jpeg__quality=50,jpeg,"{""quality"":50}"
m2,exact_seen_generator,Exact-seen generator,4,legacy_single_stage,JPEG Q30,0.804,0.7270115000000001,0.6778074123741196,0.673,0.4970979392528534,0.49801438093185424,0.458,196,458,0.6672903700402609,,,2000,0.542,0.9990234375,542,804,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
m2,exact_seen_generator,Exact-seen generator,5,legacy_single_stage,Gaussian blur sigma=0.5,0.77,0.73903,0.6934707928272327,0.683,0.4967258870601654,0.4977702502012253,0.404,230,404,0.6805823276378913,,,2000,0.596,0.9990234375,596,770,0.0,0.21,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m2,exact_seen_generator,Exact-seen generator,6,legacy_single_stage,Gaussian blur sigma=1.0,0.823,0.7429570000000001,0.6917670461552153,0.687,0.4972988963127136,0.49817824363708496,0.449,177,449,0.6811016562336984,,,2000,0.551,0.9990234375,551,823,0.0,0.197,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m2,exact_seen_generator,Exact-seen generator,7,legacy_single_stage,Gaussian blur sigma=2.0,0.89,0.7336575,0.6800225231027396,0.6525,0.4981546700000763,0.4987529516220093,0.585,110,585,0.6317271071369432,,,2000,0.415,0.9990234375,415,890,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m2,exact_seen_generator,Exact-seen generator,8,legacy_single_stage,Resize 0.5 bicubic,0.787,0.7433095,0.6990506038186395,0.6855,0.49695897102355957,0.49791455268859863,0.416,213,416,0.6822262150237282,,,2000,0.584,0.9990234375,584,787,0.0,0.172,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m2,exact_seen_generator,Exact-seen generator,9,legacy_single_stage,Resize 0.25 bilinear,0.808,0.709681,0.6580402140513263,0.655,0.4975949227809906,0.4983298182487488,0.498,192,498,0.6467303098226381,,,2000,0.502,0.9990234375,502,808,0.0,0.169,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m2,exact_seen_generator,Exact-seen generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.767,0.7333005,0.6897329775931664,0.6825,0.4970846176147461,0.49794483184814453,0.402,233,402,0.6802166670569534,,,2000,0.598,0.9990234375,598,767,0.0,0.149,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m2,exact_seen_generator,Exact-seen generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.762,0.7222259999999999,0.6782787771081398,0.6675,0.4973565638065338,0.49809765815734863,0.427,238,427,0.6645039362769372,,,2000,0.573,0.9990234375,573,762,0.0,0.138,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m2,exact_seen_generator,Exact-seen generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.82,0.7168545,0.6667008546916625,0.6579999999999999,0.4980114996433258,0.49854689836502075,0.504,180,504,0.6487826519169073,,,2000,0.496,0.9990234375,496,820,0.0,0.162,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m2,exact_seen_generator,Exact-seen generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.764,0.7076100000000001,0.6653221827955011,0.6615,0.497050017118454,0.49787671744823453,0.441,236,441,0.6579058735843455,,,2000,0.559,0.9990234375,559,764,0.0,0.0,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m2,exact_seen_generator,Exact-seen generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.822,0.7280905000000002,0.6813886094354468,0.665,0.497450590133667,0.498253908008337,0.492,178,492,0.6565339042047427,,,2000,0.508,0.9990234375,508,822,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m2,exact_seen_generator,Exact-seen generator,15,legacy_single_stage,Center crop ratio=0.8,0.808,0.7446125000000001,0.6963671821078152,0.684,0.49708646535873413,0.4980195164680481,0.44,192,440,0.6790653081785534,,,2000,0.56,0.9990234375,560,808,0.0,0.177,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m2,exact_seen_generator,Exact-seen generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.735,0.7400525,0.6947151056271694,0.6925,0.49597835540771484,0.4972502342760563,0.35,265,350,0.6919435730788737,,,2000,0.65,0.9990234375,650,735,0.0,0.109,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m2,exact_seen_generator,Exact-seen generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.765,0.7252395,0.6810371387480318,0.6795,0.4966835081577301,0.49767746758460996,0.406,235,406,0.6771398113055968,,,2000,0.594,0.9990234375,594,765,0.0,0.144,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,exact_seen_generator,Exact-seen generator,18,new_four_stage_a,4-stage A platform repost,0.728,0.7255445,0.6797136544856941,0.6885,0.4964870810508728,0.4975131819844246,0.351,272,351,0.6880132226306095,,,2000,0.649,0.9990234375,649,728,0.0,0.103,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,exact_seen_generator,Exact-seen generator,19,new_four_stage_b,4-stage B edit repost,0.662,0.7098749999999999,0.6650396987608554,0.6655,0.49636006355285645,0.4973625636696815,0.331,338,331,0.6654959023248035,,,2000,0.669,0.9990234375,669,662,0.0,0.047,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,exact_seen_generator,Exact-seen generator,20,new_six_stage,6-stage random composition,0.681,0.7301995,0.6864535247438421,0.678,0.49655160307884216,0.49754273891448975,0.325,319,325,0.6779971019739177,,,2000,0.675,0.9990234375,675,681,0.0,0.057,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m2,hard_hourglass,Hard Hourglass,0,clean,Clean,0.248,0.36326400000000003,0.4278547718241711,0.43,0.4887966811656952,0.4812363252639771,0.388,188,97,0.41047249078475423,,,500,0.612,0.9990234375,153,62,0.0,0.0,clean,clean,{}
m2,hard_hourglass,Hard Hourglass,1,legacy_single_stage,JPEG Q90,0.256,0.36388800000000004,0.4293356097219998,0.436,0.48887428641319275,0.481292005777359,0.384,186,96,0.41711451012815215,,,500,0.616,0.9990234375,154,64,0.0,0.024,jpeg__quality=90,jpeg,"{""quality"":90}"
m2,hard_hourglass,Hard Hourglass,2,legacy_single_stage,JPEG Q70,0.224,0.35572799999999993,0.42343761537629987,0.444,0.4887470602989197,0.4762226420640945,0.336,194,84,0.4157208911307272,,,500,0.664,0.9990234375,166,56,0.0,0.012,jpeg__quality=70,jpeg,"{""quality"":70}"
m2,hard_hourglass,Hard Hourglass,3,legacy_single_stage,JPEG Q50,0.22,0.354816,0.42222403882149795,0.446,0.48893532156944275,0.47910744023323054,0.328,195,82,0.4161808532611674,,,500,0.672,0.9990234375,168,55,0.0,0.02,jpeg__quality=50,jpeg,"{""quality"":50}"
m2,hard_hourglass,Hard Hourglass,4,legacy_single_stage,JPEG Q30,0.236,0.34644800000000003,0.41686221015238334,0.43,0.4908287823200226,0.482081038236618,0.376,191,94,0.40770851777497913,,,500,0.624,0.9990234375,156,59,0.0,0.024,jpeg__quality=30,jpeg,"{""quality"":30}"
m2,hard_hourglass,Hard Hourglass,5,legacy_single_stage,Gaussian blur sigma=0.5,0.212,0.3620399999999999,0.42828505041743026,0.44999999999999996,0.48843178153038025,0.4809248007535934,0.312,197,78,0.4169751398199619,,,500,0.688,0.9990234375,172,53,0.0,0.02,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m2,hard_hourglass,Hard Hourglass,6,legacy_single_stage,Gaussian blur sigma=1.0,0.256,0.364536,0.42994813711658936,0.448,0.4920116662979126,0.48734275972843166,0.36,186,90,0.42687221742308457,,,500,0.64,0.9990234375,160,64,0.0,0.02,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m2,hard_hourglass,Hard Hourglass,7,legacy_single_stage,Gaussian blur sigma=2.0,0.32,0.355408,0.42001518953223416,0.406,0.4942830204963684,0.49090719819068906,0.508,170,127,0.4015740416117606,,,500,0.492,0.9990234375,123,80,0.0,0.02,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m2,hard_hourglass,Hard Hourglass,8,legacy_single_stage,Resize 0.5 bicubic,0.212,0.355672,0.42150703047940585,0.434,0.49009793996810913,0.4839707223176956,0.344,197,86,0.40465922525759535,,,500,0.656,0.9990234375,164,53,0.0,0.016,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m2,hard_hourglass,Hard Hourglass,9,legacy_single_stage,Resize 0.25 bilinear,0.24,0.33035200000000003,0.4060925768815274,0.392,0.49369680881500244,0.48870798408985133,0.456,190,114,0.3776205450733753,,,500,0.544,0.9990234375,136,60,0.0,0.016,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m2,hard_hourglass,Hard Hourglass,10,legacy_single_stage,Gaussian noise sigma=0.02,0.224,0.35233600000000004,0.4141282393126155,0.424,0.48983725905418396,0.4830918000936509,0.376,194,94,0.4,,,500,0.624,0.9990234375,156,56,0.0,0.012,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m2,hard_hourglass,Hard Hourglass,11,legacy_single_stage,Gaussian noise sigma=0.05,0.224,0.346272,0.4131220759895944,0.418,0.49151527881622314,0.4866835719347,0.388,194,97,0.3952392234123471,,,500,0.612,0.9990234375,153,56,0.0,0.004,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m2,hard_hourglass,Hard Hourglass,12,legacy_single_stage,Gaussian noise sigma=0.10,0.252,0.34475999999999996,0.41188011259101925,0.412,0.49466797709465027,0.4926181769371033,0.428,187,107,0.39655172413793105,,,500,0.572,0.9990234375,143,63,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m2,hard_hourglass,Hard Hourglass,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.272,0.391296,0.44477279334316133,0.46,0.48875853419303894,0.4837626690864564,0.352,182,88,0.44021495745633676,,,500,0.648,0.9990234375,162,68,0.0,0.028,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m2,hard_hourglass,Hard Hourglass,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.276,0.359384,0.42612190607955924,0.444,0.4921931028366089,0.48617576837539667,0.388,181,97,0.4278516859852476,,,500,0.612,0.9990234375,153,69,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m2,hard_hourglass,Hard Hourglass,15,legacy_single_stage,Center crop ratio=0.8,0.196,0.34492799999999996,0.4144809171932804,0.41800000000000004,0.4902951121330261,0.48249904084205625,0.36,201,90,0.3878298040634638,,,500,0.64,0.9990234375,160,49,0.0,0.016,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m2,hard_hourglass,Hard Hourglass,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.18,0.35568800000000006,0.42322075752058896,0.45399999999999996,0.48828309774398804,0.47891013658046716,0.272,205,68,0.40968122786304606,,,500,0.728,0.9990234375,182,45,0.0,0.012,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m2,hard_hourglass,Hard Hourglass,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.184,0.34276,0.41334937509091063,0.43599999999999994,0.4900551438331604,0.4782021366357803,0.312,204,78,0.3977550357929986,,,500,0.688,0.9990234375,172,46,0.0,0.016,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,hard_hourglass,Hard Hourglass,18,new_four_stage_a,4-stage A platform repost,0.16,0.329272,0.4059780573697849,0.43,0.49128249287605286,0.4810254071950913,0.3,210,75,0.3851795922769928,,,500,0.7,0.9990234375,175,40,0.0,0.004,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,hard_hourglass,Hard Hourglass,19,new_four_stage_b,4-stage B edit repost,0.168,0.337128,0.41410194108237786,0.446,0.4916943609714508,0.4842949085235595,0.276,208,69,0.3995985763766966,,,500,0.724,0.9990234375,181,42,0.0,0.008,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m2,hard_hourglass,Hard Hourglass,20,new_six_stage,6-stage random composition,0.096,0.29752,0.3896470257805323,0.388,0.494536817073822,0.48981053638458255,0.32,226,80,0.3309545049063336,,,500,0.68,0.9990234375,170,24,0.0,0.008,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m2,hard_dfgan,Hard DFGAN,0,clean,Clean,0.196,0.40532799999999997,0.4280370040946102,0.404,0.4877927601337433,0.49066110718250266,0.388,201,97,0.37704863201551947,,,500,0.612,0.9990234375,153,49,0.0,0.0,clean,clean,{}
m2,hard_dfgan,Hard DFGAN,1,legacy_single_stage,JPEG Q90,0.184,0.406552,0.427577747904941,0.4,0.48787006735801697,0.4907695372104644,0.384,204,96,0.37063641245972073,,,500,0.616,0.9990234375,154,46,0.0,0.004,jpeg__quality=90,jpeg,"{""quality"":90}"
m2,hard_dfgan,Hard DFGAN,2,legacy_single_stage,JPEG Q70,0.144,0.402,0.42290222127430416,0.404,0.48711392283439636,0.48989451396465306,0.336,214,84,0.3607893607893608,,,500,0.664,0.9990234375,166,36,0.0,0.004,jpeg__quality=70,jpeg,"{""quality"":70}"
m2,hard_dfgan,Hard DFGAN,3,legacy_single_stage,JPEG Q50,0.16,0.423176,0.4360821782643718,0.41600000000000004,0.48763900995254517,0.4905869331359863,0.328,210,82,0.3750428052873091,,,500,0.672,0.9990234375,168,40,0.0,0.0,jpeg__quality=50,jpeg,"{""quality"":50}"
m2,hard_dfgan,Hard DFGAN,4,legacy_single_stage,JPEG Q30,0.204,0.41968,0.4349992010826489,0.414,0.48965445160865784,0.4920283401012421,0.376,199,94,0.3869651637200544,,,500,0.624,0.9990234375,156,51,0.0,0.004,jpeg__quality=30,jpeg,"{""quality"":30}"
m2,hard_dfgan,Hard DFGAN,5,legacy_single_stage,Gaussian blur sigma=0.5,0.172,0.429976,0.4391453824618617,0.42999999999999994,0.487447589635849,0.49057717490196234,0.312,207,78,0.3893528854683128,,,500,0.688,0.9990234375,172,43,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m2,hard_dfgan,Hard DFGAN,6,legacy_single_stage,Gaussian blur sigma=1.0,0.232,0.458088,0.45996543149165814,0.436,0.49163389205932617,0.4938672052621841,0.36,192,90,0.4115093741130904,,,500,0.64,0.9990234375,160,58,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m2,hard_dfgan,Hard DFGAN,7,legacy_single_stage,Gaussian blur sigma=2.0,0.416,0.472008,0.4707651594258555,0.45399999999999996,0.4940650463104248,0.49567480802536007,0.508,146,127,0.4532104358693954,,,500,0.492,0.9990234375,123,104,0.0,0.012,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m2,hard_dfgan,Hard DFGAN,8,legacy_single_stage,Resize 0.5 bicubic,0.204,0.448424,0.4514080941771519,0.43,0.48950818181037903,0.49205273044109343,0.344,199,86,0.3993196504672661,,,500,0.656,0.9990234375,164,51,0.0,0.0,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m2,hard_dfgan,Hard DFGAN,9,legacy_single_stage,Resize 0.25 bilinear,0.316,0.451392,0.4604530026139137,0.43000000000000005,0.49335458874702454,0.4949091763496399,0.456,171,114,0.4224947416626478,,,500,0.544,0.9990234375,136,79,0.0,0.0,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m2,hard_dfgan,Hard DFGAN,10,legacy_single_stage,Gaussian noise sigma=0.02,0.164,0.413824,0.4296046868913214,0.394,0.4890943467617035,0.4917431519031525,0.376,209,94,0.36015204307887233,,,500,0.624,0.9990234375,156,41,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m2,hard_dfgan,Hard DFGAN,11,legacy_single_stage,Gaussian noise sigma=0.05,0.184,0.41408,0.4298023273187801,0.398,0.49101173877716064,0.49318263626098635,0.388,204,97,0.3691076541284673,,,500,0.612,0.9990234375,153,46,0.0,0.008,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m2,hard_dfgan,Hard DFGAN,12,legacy_single_stage,Gaussian noise sigma=0.10,0.252,0.44765600000000005,0.45206445314760396,0.412,0.4945194125175476,0.49584275484085083,0.428,187,107,0.39655172413793105,,,500,0.572,0.9990234375,143,63,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m2,hard_dfgan,Hard DFGAN,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.228,0.464792,0.4585985120565407,0.438,0.4881466031074524,0.49150586891174314,0.352,193,88,0.41207239250967675,,,500,0.648,0.9990234375,162,57,0.0,0.008,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m2,hard_dfgan,Hard DFGAN,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.22,0.416736,0.4343956771609836,0.416,0.4917011559009552,0.4933046820163727,0.388,195,97,0.3926687632073745,,,500,0.612,0.9990234375,153,55,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
