model,model_order,condition_index,condition_group,condition,transform,n,threshold,accuracy,precision,recall,specificity,npv,f1,macro_f1,balanced_accuracy,mcc,predicted_positive_rate,false_positive_rate,false_negative_rate,auroc,average_precision,brier,ece_15,tpr_at_fpr_1pct,tpr_at_fpr_5pct,tn,fp,fn,tp
M3,4,4,single_stage,JPEG Q30,jpeg__quality=30,2000,0.99902344,0.774,0.75849057,0.804,0.744,0.79148936,0.78058252,0.77379642,0.774,0.54898907,0.53,0.256,0.196,0.844941,0.79659331,0.47961554,0.488729,0.0,0.0,744,256,196,804
M3,4,5,single_stage,Gaussian blur sigma=0.5,gaussian_blur__sigma=0.5,2000,0.99902344,0.8,0.78462998,0.827,0.773,0.81712474,0.80525803,0.79985409,0.8,0.60087672,0.527,0.227,0.173,0.8723935,0.83194201,0.47996516,0.48905151,0.0,0.41,773,227,173,827
M3,4,6,single_stage,Gaussian blur sigma=1.0,gaussian_blur__sigma=1.0,2000,0.99902344,0.795,0.76624549,0.849,0.741,0.83071749,0.80550285,0.79440047,0.795,0.59347128,0.554,0.259,0.151,0.8700085,0.82515061,0.48889393,0.49395215,0.0,0.386,741,259,151,849
M3,4,7,single_stage,Gaussian blur sigma=2.0,gaussian_blur__sigma=2.0,2000,0.99902344,0.752,0.70554649,0.865,0.639,0.8255814,0.7771788,0.74879233,0.752,0.51738618,0.613,0.361,0.135,0.8237065,0.76956746,0.49240836,0.49578491,0.0,0.0,639,361,135,865
M3,4,8,single_stage,Resize 0.5 bicubic,resize__interpolation=bicubic_scale=0.5,2000,0.99902344,0.781,0.76360225,0.814,0.748,0.80085653,0.78799613,0.78076125,0.781,0.56322805,0.533,0.252,0.186,0.8506075,0.80351395,0.48508614,0.49177637,0.0,0.304,748,252,186,814
M3,4,9,single_stage,Resize 0.25 bilinear,resize__interpolation=bilinear_scale=0.25,2000,0.99902344,0.7395,0.71713509,0.791,0.688,0.76700111,0.75225868,0.73880725,0.7395,0.48156125,0.5515,0.312,0.209,0.809555,0.75249174,0.49047466,0.49463647,0.0,0.226,688,312,209,791
M3,4,10,single_stage,Gaussian noise sigma=0.02,gaussian_noise__sigma=0.02,2000,0.99902344,0.7885,0.78878879,0.788,0.789,0.78821179,0.7883942,0.78849995,0.7885,0.57700029,0.4995,0.211,0.212,0.854314,0.8089615,0.48038728,0.48910498,0.0,0.319,789,211,212,788
M3,4,11,single_stage,Gaussian noise sigma=0.05,gaussian_noise__sigma=0.05,2000,0.99902344,0.774,0.76862745,0.784,0.764,0.77959184,0.77623762,0.7739774,0.774,0.54810963,0.51,0.236,0.216,0.842099,0.79173061,0.48336671,0.49072656,0.0,0.292,764,236,216,784
M3,4,12,single_stage,Gaussian noise sigma=0.10,gaussian_noise__sigma=0.1,2000,0.99902344,0.7565,0.74734812,0.775,0.738,0.76635514,0.76092293,0.75641663,0.7565,0.51335151,0.5185,0.262,0.225,0.8185355,0.76566945,0.48886364,0.4936355,0.0,0.242,738,262,225,775
M3,4,13,single_stage,Color jitter 0.8/0.8/0.8,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,2000,0.99902344,0.782,0.77865613,0.788,0.776,0.7854251,0.7833002,0.78199215,0.782,0.56404061,0.506,0.224,0.212,0.8552985,0.81291902,0.48210835,0.49004321,0.0,0.326,776,224,212,788
M3,4,14,single_stage,Color jitter 1.2/1.2/1.2,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,2000,0.99902344,0.7665,0.7364685,0.83,0.703,0.80526919,0.78044194,0.76555466,0.7665,0.53735108,0.5635,0.297,0.17,0.850827,0.80607063,0.48476724,0.49160156,0.0,0.0,703,297,170,830
M3,4,15,single_stage,Center crop ratio=0.8,center_crop__ratio=0.8,2000,0.99902344,0.7815,0.76137419,0.82,0.743,0.80498375,0.78960039,0.78117565,0.7815,0.56467647,0.5385,0.257,0.18,0.852106,0.80701763,0.48106516,0.48953809,0.0,0.337,743,257,180,820
M3,4,16,two_stage,2-stage resize 0.5 + JPEG Q70,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,2000,0.99902344,0.7795,0.79390116,0.755,0.804,0.76644423,0.77396207,0.77936757,0.7795,0.55967229,0.4755,0.196,0.245,0.852969,0.80587882,0.4784048,0.48800854,0.0,0.236,804,196,245,755
M3,4,17,two_stage,2-stage crop 0.8 + JPEG Q50,center_crop__ratio=0.8__jpeg__quality=50,2000,0.99902344,0.7655,0.75953079,0.777,0.754,0.77175026,0.76816609,0.76546898,0.7655,0.53114051,0.5115,0.246,0.223,0.8431655,0.79791309,0.47709069,0.48721265,0.0,0.304,754,246,223,777
M3,4,18,four_stage,4-stage A platform repost,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,2000,0.99902344,0.7635,0.77025641,0.751,0.776,0.75707317,0.76050633,0.76346304,0.7635,0.52716476,0.4875,0.224,0.249,0.8376885,0.78949371,0.4812799,0.48953052,0.0,0.205,776,224,249,751
M3,4,19,four_stage,4-stage B edit repost,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,2000,0.99902344,0.7285,0.76294591,0.663,0.794,0.7020336,0.7094703,0.72733018,0.7285,0.46097249,0.4345,0.206,0.337,0.8117545,0.76411044,0.48209514,0.48967773,0.0,0.129,794,206,337,663
M3,4,20,six_stage,6-stage random composition,strict_random_six__profile=full_training_range_v1,2000,0.99902344,0.7105,0.74505239,0.64,0.781,0.68448729,0.68854223,0.70905393,0.7105,0.4252484,0.4295,0.219,0.36,0.790205,0.74531635,0.48403912,0.49067041,0.0,0.125,781,219,360,640
