n,threshold,auroc,average_precision,balanced_accuracy,macro_f1,aigc_recall,real_specificity,false_positive_rate,tpr_at_fpr_1pct,tpr_at_fpr_5pct,brier,ece_15,tn,fp,fn,tp,transform,transform_name,transform_params
500,0.99658203125,0.45882399999999995,0.4709209247766899,0.46199999999999997,0.42363482874026714,0.204,0.72,0.28,0.0,0.012,0.4270019233226776,0.3990141519904137,180,70,199,51,clean,clean,{}
500,0.99658203125,0.458432,0.47101718054317315,0.45999999999999996,0.42212862132730633,0.204,0.716,0.284,0.0,0.008,0.42728734016418457,0.4015346565842629,179,71,199,51,jpeg__quality=90,jpeg,"{""quality"":90}"
500,0.99658203125,0.463256,0.48319929707956333,0.48,0.4555293092761053,0.268,0.692,0.308,0.0,0.024,0.4428286552429199,0.4244951252341271,173,77,183,67,jpeg__quality=70,jpeg,"{""quality"":70}"
500,0.99658203125,0.461016,0.47314812687057184,0.492,0.4671388292158969,0.276,0.708,0.292,0.0,0.02,0.44660237431526184,0.4340854333639145,177,73,181,69,jpeg__quality=50,jpeg,"{""quality"":50}"
500,0.99658203125,0.44473599999999996,0.4738133232420274,0.472,0.4419642857142857,0.24,0.704,0.296,0.0,0.016,0.4483065605163574,0.4294257699251175,176,74,190,60,jpeg__quality=30,jpeg,"{""quality"":30}"
500,0.99658203125,0.46188,0.47492522385562275,0.47,0.43093725707463093,0.208,0.732,0.268,0.0,0.02,0.4269217550754547,0.4080214752554894,183,67,198,52,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
500,0.99658203125,0.47055199999999997,0.47298684699645427,0.454,0.4369531949296913,0.28,0.628,0.372,0.0,0.024,0.4557090699672699,0.4536630920171738,157,93,180,70,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
500,0.99658203125,0.465608,0.4740923237496233,0.45599999999999996,0.4424310008363535,0.3,0.612,0.388,0.0,0.036,0.46498075127601624,0.4624023549556732,153,97,175,75,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
500,0.99658203125,0.43943999999999994,0.46019420883383744,0.442,0.4130739358546611,0.22,0.664,0.336,0.0,0.016,0.4517289400100708,0.4380302747488022,166,84,195,55,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
500,0.99658203125,0.4282,0.4516806570321879,0.432,0.4063148036657971,0.224,0.64,0.36,0.0,0.032,0.4646817743778229,0.45661622202396396,160,90,194,56,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
500,0.99658203125,0.470016,0.4634730462565493,0.458,0.4082323397750846,0.168,0.748,0.252,0.0,0.004,0.41978099942207336,0.40681641674041746,187,63,208,42,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
500,0.99658203125,0.46372,0.4613160535530667,0.46599999999999997,0.4240103548700248,0.196,0.736,0.264,0.0,0.012,0.43201538920402527,0.4234076941609383,184,66,201,49,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
500,0.99658203125,0.440608,0.4487989108266995,0.43,0.4047395265486171,0.224,0.636,0.364,0.0,0.02,0.45331910252571106,0.44865578663349154,159,91,194,56,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
500,0.99658203125,0.472136,0.4729560109973877,0.452,0.4251812567132116,0.236,0.668,0.332,0.0,0.032,0.4318922758102417,0.4194145519137383,167,83,191,59,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
500,0.99658203125,0.504672,0.4967666535224192,0.482,0.43724768489346816,0.2,0.764,0.236,0.0,0.016,0.4277525842189789,0.4238457186222076,191,59,200,50,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
500,0.99658203125,0.401704,0.43306628951869464,0.42800000000000005,0.39178958471562975,0.184,0.672,0.328,0.0,0.012,0.44829627871513367,0.42595166122913364,168,82,204,46,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
500,0.99658203125,0.449208,0.4639237970931051,0.45599999999999996,0.4203491543917076,0.208,0.704,0.296,0.0,0.016,0.44134047627449036,0.4256006096601487,176,74,198,52,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
500,0.99658203125,0.426464,0.4478267647783085,0.45999999999999996,0.44353761685710047,0.288,0.632,0.368,0.0,0.0,0.4595516324043274,0.45020311164855953,158,92,178,72,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
500,0.99658203125,0.41779200000000005,0.4394321586600582,0.452,0.42195068437663497,0.224,0.68,0.32,0.0,0.008,0.45818212628364563,0.44538133108615874,170,80,194,56,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
500,0.99658203125,0.437392,0.4560871642275154,0.46399999999999997,0.4276537219593036,0.212,0.716,0.284,0.0,0.02,0.45528727769851685,0.4477524566650391,179,71,197,53,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
500,0.99658203125,0.370304,0.41746276078053857,0.41000000000000003,0.38168358128869717,0.196,0.624,0.376,0.0,0.016,0.4642561674118042,0.4510029145479203,156,94,201,49,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
