mode,condition_index,transform,transform_name,transform_params,n,threshold,auroc,average_precision,balanced_accuracy,macro_f1,aigc_recall,real_specificity,false_positive_rate,tpr_at_fpr_1pct,tpr_at_fpr_5pct,brier,ece_15,tn,fp,fn,tp,semantic_gate_mean,semantic_gate_std,semantic_gate_min,semantic_gate_max,gate_entropy_mean,mean_abs_probability_delta_from_learned,max_abs_probability_delta_from_learned,threshold_flip_rate_from_learned
shuffled,16,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}",4000,0.9970703125,0.9296793750000001,0.9108123260361563,0.85625,0.8561910293339663,0.8765,0.836,0.164,0.0,0.3985,0.4235396087169647,0.4553752092272043,1672,328,247,1753,0.5755624771118164,0.013618743978440762,0.49734312295913696,0.5921949744224548,0.6813056468963623,0.003560608020052314,0.1572265625,0.00575
learned,17,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.916039875,0.8890766556156999,0.83575,0.8348270860198286,0.9105,0.761,0.239,0.0,0.466,0.4429476261138916,0.4673491330891848,1522,478,179,1821,0.5852950811386108,0.009983650408685207,0.49823951721191406,0.5931380391120911,0.6783213019371033,0.0,0.0,0.0
fixed_equal,17,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.916024375,0.8958751644345795,0.8405,0.8402632301729238,0.879,0.802,0.198,0.2725,0.5825,0.4629117548465729,0.47932505010068416,1604,396,242,1758,0.5,0.0,0.5,0.5,0.6931473612785339,0.012689575552940369,0.22265625,0.03625
fixed_clean_mean,17,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.916311,0.8891020222447159,0.83575,0.8348020840333135,0.9115,0.76,0.24,0.0,0.469,0.44177794456481934,0.4666101500242949,1520,480,177,1823,0.588310182094574,0.0,0.588310182094574,0.588310182094574,0.6774676442146301,0.0011891479371115565,0.1201171875,0.0015
shuffled,17,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.916004875,0.8886755051000119,0.83475,0.8338462795297548,0.9085,0.761,0.239,0.0,0.4655,0.4424792528152466,0.4670398407429457,1522,478,183,1817,0.5852950215339661,0.009983650408685207,0.49823951721191406,0.5931380391120911,0.6783213019371033,0.0015454711392521858,0.1279296875,0.0025
learned,18,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.9131898749999999,0.8935391178261548,0.83325,0.8331974467705732,0.851,0.8155,0.1845,0.0,0.33,0.44510114192962646,0.46857407342642543,1631,369,298,1702,0.5630602836608887,0.014605163596570492,0.4968796372413635,0.587824821472168,0.684739887714386,0.0,0.0,0.0
fixed_equal,18,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.9113209999999999,0.8946069873792973,0.82425,0.8242191394726737,0.811,0.8375,0.1625,0.178,0.4785,0.4591727554798126,0.4769084523916245,1675,325,378,1622,0.5,0.0,0.5,0.5,0.6931473612785339,0.009021606296300888,0.1943359375,0.031
fixed_clean_mean,18,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.912886875,0.8911506089505683,0.8342499999999999,0.8340931246802055,0.865,0.8035,0.1965,0.0,0.382,0.4366445243358612,0.46333286753296854,1607,393,270,1730,0.588310182094574,0.0,0.588310182094574,0.588310182094574,0.6774676442146301,0.005585205275565386,0.14306640625,0.013
shuffled,18,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.9129455000000001,0.893232099925243,0.83275,0.8326744420527394,0.854,0.8115,0.1885,0.0,0.3305,0.44422993063926697,0.46803523592650886,1623,377,292,1708,0.5630602836608887,0.014605163596570492,0.4968796372413635,0.587824821472168,0.684739887714386,0.0030126343481242657,0.13134765625,0.0075
learned,19,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.8887897499999999,0.8662879126809468,0.8049999999999999,0.8049055742979603,0.783,0.827,0.173,0.2315,0.2315,0.44462910294532776,0.46751108209788794,1654,346,434,1566,0.5855809450149536,0.0065377927385270596,0.5228874683380127,0.5922539234161377,0.6783390045166016,0.0,0.0,0.0
fixed_equal,19,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.885981125,0.8686341211163295,0.7889999999999999,0.7878382019941198,0.715,0.863,0.137,0.087,0.457,0.46299779415130615,0.47840969167649744,1726,274,570,1430,0.5,0.0,0.5,0.5,0.6931473612785339,0.011965698562562466,0.224609375,0.052
fixed_clean_mean,19,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.887858,0.8638575842134841,0.806,0.8059262034388577,0.7865,0.8255,0.1745,0.0,0.2335,0.44415387511253357,0.46720811191201206,1651,349,427,1573,0.588310182094574,0.0,0.588310182094574,0.588310182094574,0.6774676442146301,0.0006560058682225645,0.0439453125,0.003
shuffled,19,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}",4000,0.9970703125,0.888077,0.8650740767665535,0.80525,0.8051661118340265,0.7845,0.826,0.174,0.231,0.231,0.4448424279689789,0.467641241773963,1652,348,431,1569,0.5855809450149536,0.0065377927385270596,0.5228874683380127,0.5922539234161377,0.6783390045166016,0.0009616698953323066,0.048828125,0.00375
learned,20,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}",4000,0.9970703125,0.8489407499999999,0.8170403923218638,0.7615000000000001,0.7614045618247299,0.7415,0.7815,0.2185,0.0,0.2095,0.4510383903980255,0.47091610339283946,1563,437,517,1483,0.5810884833335876,0.015380274504423141,0.496284544467926,0.5931380391120911,0.6794549822807312,0.0,0.0,0.0
fixed_equal,20,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}",4000,0.9970703125,0.8480652499999999,0.8194108868388978,0.755,0.7542292629686698,0.699,0.811,0.189,0.0885,0.313,0.4679991900920868,0.48103515538573266,1622,378,602,1398,0.5,0.0,0.5,0.5,0.6931473612785339,0.010849304497241974,0.236083984375,0.036
fixed_clean_mean,20,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}",4000,0.9970703125,0.848951,0.8162875509818792,0.76125,0.7611980456498066,0.7465,0.776,0.224,0.0,0.2195,0.44890254735946655,0.4695989953577518,1552,448,507,1493,0.588310182094574,0.0,0.588310182094574,0.588310182094574,0.6774676442146301,0.001893249456770718,0.1318359375,0.00575
shuffled,20,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}",4000,0.9970703125,0.8490293750000001,0.8159777807825741,0.7622500000000001,0.7621750702830811,0.7445,0.78,0.22,0.0,0.209,0.45083028078079224,0.4707830695658922,1560,440,511,1489,0.5810885429382324,0.015380274504423141,0.496284544467926,0.5931380391120911,0.6794549822807312,0.0026793822180479765,0.14697265625,0.00625
